,Ticker,GARCH_CI,GARCH_Direction,GARCH_RMSE,FIGARCH_CI,FIGARCH_Direction,FIGARCH_RMSE,APARCH_CI,APARCH_Direction,APARCH_RMSE,HARCH_CI,HARCH_Direction,HARCH_RMSE
346,IT,0.8746987951807229,0.5343373493975904,0.19047613643621542,0.8698795180722891,0.5349397590361445,0.19038906856161095,0.8764315852923448,0.5349397590361445,0.8720373970433309,0.8680722891566265,0.536144578313253,0.19259292739863368
347,GPN,0.8475903614457831,0.558433734939759,0.21483003140288862,0.8506024096385543,0.5578313253012048,0.21443011240981177,0.8475903614457831,0.5518072289156627,0.2281326224757028,0.8524096385542169,0.5620481927710843,0.21424285456102202
348,FIS,0.8530120481927711,0.5451807228915663,0.2068937623474308,0.8524096385542169,0.5433734939759036,0.20775974093988492,0.8548192771084338,0.5373493975903615,0.21368426953500158,0.8560240963855422,0.5463855421686747,0.20698013925712322
349,VRSN,0.858433734939759,0.5403614457831325,0.17316365644985574,0.865581675708258,0.5397590361445783,1.7329795147974671,0.8746987951807229,0.5385542168674698,0.17360876766898986,0.8608433734939759,0.5397590361445783,0.1730593500072449
350,FISV,0.8710843373493976,0.5313253012048192,0.17113788229819502,0.8740963855421687,0.5319277108433735,0.17084768722213672,0.8759036144578313,0.5295180722891566,0.18674112504038315,0.8740963855421687,0.5313253012048192,0.17078890892198356
351,MA,0.8319277108433735,0.5403614457831325,0.1841981194246971,0.8397590361445784,0.5409638554216868,0.18402736830025537,0.8397590361445784,0.5421686746987951,0.18421719064394476,0.8343373493975904,0.5385542168674698,0.18410180602480483
352,ACN,0.8060240963855422,0.5391566265060241,0.16831481403710224,0.8120481927710843,0.5349397590361445,0.16822517410585558,0.8174698795180723,0.5421686746987951,0.17096492499034754,0.8120481927710843,0.5385542168674698,0.16781497115343266
353,PAYX,0.8626506024096385,0.5560240963855422,0.18423486694092414,0.8753012048192771,0.553012048192771,0.18407252975252167,0.8752260397830018,0.5506024096385542,0.9614905701071714,0.8668674698795181,0.553012048192771,0.18409735376568703
354,PYPL,0.8765060240963856,0.5451807228915663,0.22201069462560105,0.8795180722891566,0.5427710843373494,0.22084116517280375,0.8825301204819277,0.5433734939759036,0.22252979117797464,0.880722891566265,0.5469879518072289,0.22070733561142133
355,CTSH,0.8704819277108434,0.5518072289156627,0.19794195250423674,0.8698795180722891,0.5493975903614458,0.19722159709764484,0.8698795180722891,0.553012048192771,2.3759207605429733,0.8650602409638555,0.5512048192771084,0.19897456101372607
