,Ticker,5_Day_CI,5_Day_EV,5_Day_RMSE,7_Day_CI,7_Day_EV,7_Day_RMSE,10_Day_CI,10_Day_EV,10_Day_RMSE,15_Day_CI,15_Day_EV,15_Day_RMSE,30_Day_CI,30_Day_EV,30_Day_RMSE
77,TAP,0.3038046564452016,0.5264054514480409,0.21412367562662557,0.1686541737649063,0.5161839863713799,0.2282079833144194,0.06076093128904032,0.5059625212947189,0.24261675159561855,0.014764338444065871,0.5025553662691652,0.2571565724065791,0.0005678591709256105,0.5008517887563884,0.2758301049888735
78,KDP,0.43655723158828746,0.5314995563442768,0.18334580405111214,0.22803904170363798,0.5279503105590062,0.19519092406962704,0.0878438331854481,0.5199645075421473,0.208004387544318,0.029281277728482696,0.5102040816326531,0.22135209452075033,0.0,0.5057675244010648,0.23886425095158262
79,PEP,0.6831345826235093,0.5371947756956275,0.13753884674789452,0.5082339579784213,0.5406019307211811,0.14545055153819816,0.2776831345826235,0.5167518455423055,0.15521613029928322,0.07836456558773425,0.5059625212947189,0.16628128168900888,0.0056785917092561046,0.49744463373083475,0.18174422208575935
80,STZ,0.41624077228847245,0.5434412265758092,0.19257326807356878,0.26973310618966495,0.5150482680295286,0.20516423764391603,0.10107893242475866,0.5065303804656445,0.21838972633478948,0.032935831913685404,0.498580352072686,0.23199074078863943,0.001135718341851221,0.49744463373083475,0.24975559292798177
81,MNST,0.3742191936399773,0.5178875638841567,0.19567836911228056,0.22373651334469052,0.5048268029528676,0.20928940406062996,0.09880749574105621,0.4946053378762067,0.22336506483629323,0.02328222600795003,0.48665530948324814,0.2376720806566426,0.0005678591709256105,0.48268029528676887,0.25615568648499976
82,KO,0.6360022714366838,0.5468483816013628,0.12479880179634832,0.48211243611584326,0.5315161839863713,0.13369868412823102,0.3049403747870528,0.5224304372515616,0.14445332853058956,0.12322544009085747,0.5127768313458262,0.15643826985385195,0.0056785917092561046,0.4940374787052811,0.17294277099967933
83,COST,0.5292447473026689,0.5411697898921067,0.14800719812315846,0.3588869960249858,0.5235661555934128,0.1601376790884677,0.17773992049971607,0.5150482680295286,0.17326470520685014,0.04770017035775128,0.49744463373083475,0.18698243158491684,0.0028392958546280523,0.4940374787052811,0.20505717140630186
84,WBA,0.3140261215218626,0.5201590005678591,0.22038333538303606,0.17092561044860874,0.514480408858603,0.23418510857708752,0.06757524134014764,0.5088018171493469,0.24833176302555207,0.018739352640545145,0.501419647927314,0.2626328655313241,0.003975014196479273,0.4991482112436116,0.281058977553032
85,KR,0.2566723452583759,0.5133446905167518,0.22703327694648381,0.12208972174900624,0.5065303804656445,0.241620669745498,0.033503691084611015,0.49630891538898353,0.25641926917154806,0.006246450880181715,0.49290176036342986,0.2712630992450019,0.0,0.49233390119250425,0.2902389474181925
86,SYY,0.5031232254400908,0.5388983532084043,0.2624623742810122,0.36115843270868825,0.5292447473026689,0.2726729034618584,0.20045428733674048,0.5082339579784213,0.283538335928011,0.055650198750709826,0.4951731970471323,0.2948969340067833,0.0005678591709256105,0.48779102782509937,0.31003011086497523
87,WMT,0.6002271436683703,0.5303804656445201,0.15059960627013688,0.41737649063032367,0.5258375922771152,0.16106884689462395,0.21294718909710392,0.5122089721749006,0.17281433346942962,0.07155025553662692,0.49801249290176036,0.18538951596940548,0.0005678591709256105,0.49233390119250425,0.2022690512383729
88,HRL,0.5229982964224872,0.5411697898921067,0.14088014832147647,0.27995457126632595,0.5281090289608177,0.1538666742107991,0.10505394662123793,0.5167518455423055,0.16774931879942057,0.022146507666098807,0.5082339579784213,0.18212686146914892,0.0005678591709256105,0.5048268029528676,0.20090439431707247
89,CAG,0.4196479273140261,0.5462805224304372,0.22402982531296595,0.23111868256672347,0.5269733106189665,0.23547538619604783,0.08517887563884156,0.5139125496876774,0.24758339966192117,0.017035775127768313,0.5110732538330494,0.26011506497203046,0.0005678591709256105,0.5065303804656445,0.276583280002759
90,K,0.4900624645088018,0.5315161839863713,0.1464272367762891,0.3094832481544577,0.5201590005678591,0.15875392022731147,0.14310051107325383,0.5002839295854627,0.17206795440494704,0.03520726859738785,0.49119818285065303,0.18595547171857382,0.0017035775127768314,0.48722316865417375,0.20420095700292937
91,LW,0.334664005322688,0.5375914836992681,0.25082922795942675,0.17764471057884232,0.5276114437791084,0.26358883165823455,0.06986027944111776,0.520292747837658,0.2767395358435122,0.017964071856287425,0.5169660678642715,0.290116076411793,0.0006653359946773121,0.5163007318695941,0.30743928442644947
92,ADM,0.41680863145939806,0.5491198182850653,0.18644445388905642,0.239068710959682,0.5406019307211811,0.19963135100834162,0.09880749574105621,0.5229982964224872,0.21339382502548204,0.030096536059057353,0.514480408858603,0.22747027119268776,0.0,0.5105053946621237,0.2457437521743405
93,GIS,0.48211243611584326,0.5354911981828506,0.1410655091598131,0.30550823395797844,0.5229982964224872,0.1538898394209184,0.1368540601930721,0.4997160704145372,0.16764395958401745,0.020442930153321975,0.49176604202157864,0.18191370175034882,0.0017035775127768314,0.488358886996025,0.20058507496804354
94,CPB,0.43725156161272005,0.5400340715502555,0.17486512105759322,0.2277115275411698,0.5207268597387847,0.18805873737990572,0.09937535491198182,0.5036910846110164,0.20188467018085776,0.030096536059057353,0.4997160704145372,0.21605358356607793,0.0017035775127768314,0.49290176036342986,0.23446948685782276
95,SJM,0.48154457694491765,0.5406019307211811,0.15994207950287648,0.30210107893242477,0.5150482680295286,0.1726507029212514,0.11754684838160136,0.5008517887563884,0.1861692576788181,0.03520726859738785,0.4940374787052811,0.20014924287365848,0.0005678591709256105,0.49176604202157864,0.2184271175589667
96,MDLZ,0.5769449176604202,0.545144804088586,0.14715449662703978,0.380465644520159,0.5292447473026689,0.1582977748651946,0.185122089721749,0.5133446905167518,0.17063017681139864,0.0488358886996025,0.4997160704145372,0.18371282012191903,0.001135718341851221,0.49801249290176036,0.2011479096514918
97,TSN,0.40488358886996023,0.5258375922771152,0.21505657424655003,0.2226007950028393,0.5110732538330494,0.22763834337386069,0.08461101646791595,0.49687677455990914,0.2407735238644676,0.01249290176036343,0.49233390119250425,0.25423683063159863,0.0,0.4894946053378762,0.2717567153398138
