,Ticker,GARCH_CI,GARCH_Direction,GARCH_RMSE,FIGARCH_CI,FIGARCH_Direction,FIGARCH_RMSE,APARCH_CI,APARCH_Direction,APARCH_RMSE,HARCH_CI,HARCH_Direction,HARCH_RMSE,EGARCH_CI,EGARCH_Direction,EGARCH_RMSE
27,POOL,0.9849397590361446,0.5680722891566266,0.1183243209642101,0.989156626506024,0.5626506024096386,0.1093753253216447,0.9843373493975904,0.5578313253012048,0.1173602812675898,0.9759036144578314,0.553012048192771,0.1454898639365394,0.7906675307841866,0.5355421686746988,1.1681241655837625e+152
28,GPC,0.9867469879518072,0.5469879518072289,0.0884838903722648,0.9855421686746988,0.5481927710843374,0.0864864858382157,0.9867149758454108,0.5445783132530121,1.2333651296106427,0.9746987951807228,0.5536144578313253,0.1296862719351341,0.8655352480417755,0.5391566265060241,5.224010080811027e+151
29,LKQ,0.9843373493975904,0.5469879518072289,0.1337414378680567,0.9849397590361446,0.5463855421686747,0.1298633394679815,0.9806763285024156,0.5367469879518072,26927.433529427,0.9704819277108434,0.5439759036144578,0.182812719468468,0.8345466578424884,0.5295180722891566,1.3821431520320414e+152
30,MGM,0.9873493975903614,0.555421686746988,0.1462463065686294,0.9879518072289156,0.5656626506024096,0.1456630195235931,0.9860943168077388,0.5548192771084337,93916.05329742508,0.9819277108433736,0.5512048192771084,0.2449087691645415,0.8546511627906976,0.5331325301204819,7.387865906256724e+151
31,CMG,0.9759036144578314,0.5337349397590362,0.1650547723452763,0.9783132530120482,0.5295180722891566,0.1611470716137057,0.9800965018094088,0.5319277108433735,12.245635458607405,0.960843373493976,0.5271084337349398,0.1900104999946666,0.7875409836065573,0.5307228915662651,1.8835436209904937e+152
32,CZR,0.9457831325301204,0.5319277108433735,0.382602182337566,0.946955997588909,0.5265060240963856,0.3809172373315377,0.9413897280966768,0.5325301204819277,35150.67888069337,0.9475587703435804,0.5343373493975904,0.4311251811579925,0.8317338451695457,0.516867469879518,7.387865906256724e+151
33,CCL,0.9753012048192772,0.55,0.2212491227869363,0.9759036144578314,0.5469879518072289,0.2058811312930373,0.9836858006042296,0.5445783132530121,294111.9239501028,0.963855421686747,0.5487951807228916,0.2982491476553733,0.862531969309463,0.5349397590361445,1.0448020161622054e+152
34,YUM,0.980722891566265,0.5524096385542169,0.1397030066092499,0.983132530120482,0.5590361445783133,0.1379995373491735,0.9806763285024156,0.5421686746987951,6986.716037499787,0.960843373493976,0.5524096385542169,0.172923706578415,0.872093023255814,0.5313253012048192,9.048250879216697e+151
35,DPZ,0.9740963855421688,0.536144578313253,0.1538824046206289,0.9710843373493976,0.5379518072289157,0.1464178682274861,0.9770946353224834,0.5313253012048192,575.0259979161962,0.9692771084337348,0.536144578313253,0.1585345822156986,0.8206307490144547,0.5343373493975904,1.3821431520320414e+152
36,WYNN,0.9740963855421688,0.572289156626506,0.1810029059754856,0.983132530120482,0.5728915662650602,0.1722590400141612,0.9716183574879228,0.5759036144578313,102357.3733054706,0.9644578313253012,0.5746987951807229,0.2410782749714237,0.8189326556543838,0.5506024096385542,7.387865906256724e+151
37,LVS,0.983734939759036,0.5409638554216868,0.1400375469328254,0.986144578313253,0.5524096385542169,0.1350734580012228,0.983132530120482,0.5337349397590362,0.1849273650882897,0.9734939759036144,0.5536144578313253,0.1800734159577117,0.7784163473818646,0.5180722891566265,1.0448020161622054e+152
38,BKNG,0.9749776586237712,0.5254691689008043,0.1360487545308866,0.966934763181412,0.5361930294906166,0.1360785657996943,0.9775985663082436,0.5183199285075961,61722.098314802046,0.9526362823949956,0.5281501340482574,0.1774134843393644,0.8582159624413146,0.5272564789991063,8.998248960681628e+151
39,SBUX,0.9698795180722892,0.5560240963855422,0.1065534615305911,0.9710843373493976,0.5548192771084337,0.1054099742742873,0.9710669077757684,0.5385542168674698,0.2501851277417583,0.9632530120481928,0.5475903614457831,0.1346349949016296,0.7723156532988357,0.5457831325301205,1.2796159109142532e+152
40,HLT,0.9849397590361446,0.5590361445783133,0.3948748975247231,0.986144578313253,0.5566265060240964,0.3960424536093681,0.9830917874396136,0.5656626506024096,1111.0335264507044,0.9734939759036144,0.5451807228915663,0.4075330863909768,0.8490322580645161,0.5325301204819277,1.2796159109142532e+152
41,RCL,0.9783132530120482,0.5331325301204819,0.1937961980614192,0.9825301204819276,0.5301204819277109,0.1857830616715529,0.9855072463768116,0.5259036144578313,82448.05390414165,0.9716867469879518,0.536144578313253,0.2921592142004026,0.8540192926045016,0.5108433734939759,1.0448020161622054e+152
42,MCD,0.9771084337349396,0.5409638554216868,0.0757709773615218,0.9801204819277108,0.5216867469879518,0.0749236402399285,0.9764492753623188,0.5512048192771084,498.87147842129576,0.963855421686747,0.5277108433734939,0.1246155215449312,0.7981469225678358,0.5409638554216868,1.2796159109142532e+152
43,MAR,0.9873493975903614,0.5307228915662651,0.111056128904901,0.9903614457831326,0.522289156626506,0.1067869897629314,0.987929993964997,0.5265060240963856,17.995771281785345,0.972289156626506,0.5216867469879518,0.1639112815607701,0.8509114583333334,0.5108433734939759,7.387865906256724e+151
44,EXPE,0.9644578313253012,0.5596385542168675,0.2165621317553647,0.9680722891566264,0.5512048192771084,0.2071754801626431,0.96256038647343,0.5493975903614458,11694.108892348931,0.9614457831325302,0.5512048192771084,0.2381498035830917,0.8061964403427818,0.5355421686746988,1.651977037504312e+152
45,DRI,0.9825301204819276,0.5385542168674698,0.1316177717828611,0.983132530120482,0.5319277108433735,0.1305557802516126,0.9776974080771548,0.536144578313253,227.34949870248937,0.9650602409638556,0.5210843373493976,0.2109027931212554,0.8777991042866283,0.519277108433735,1.0448020161622054e+152
46,NCLH,0.98855421686747,0.5493975903614458,0.1984063937876119,0.9909638554216867,0.5493975903614458,0.1914939497945077,0.9849306811332128,0.5481927710843374,918134.1226664291,0.9789156626506024,0.5385542168674698,0.3325904203784004,0.8521452145214522,0.5259036144578313,1.2796159109142532e+152
47,LEN,0.9957805907172996,0.569620253164557,0.1219386605045946,0.9957805907172996,0.5575647980711271,0.1207055066211459,0.991550995775498,0.569620253164557,4.084886867867366,0.9873417721518988,0.5617842073538276,0.1771881752071408,0.8074369189907038,0.5232067510548524,9.050977487950944e+151
48,NWL,0.9626506024096384,0.5325301204819277,0.2133725354660589,0.9644578313253012,0.5367469879518072,0.2056603008963959,0.9620024125452352,0.5379518072289157,294.0406930929578,0.9518072289156626,0.5331325301204819,0.2415767783204121,0.8227360308285164,0.5307228915662651,1.0448020161622054e+152
49,PHM,0.989156626506024,0.5548192771084337,0.1209466160178721,0.9921686746987952,0.55,0.1177406688183272,0.9885334942667472,0.553012048192771,46789.76953300432,0.983734939759036,0.5475903614457831,0.1720536079623904,0.8016741790083709,0.5343373493975904,1.2796159109142532e+152
50,DHI,0.9903614457831326,0.5698795180722892,0.1173012692385955,0.9909638554216867,0.5753012048192772,0.1147945995307865,0.9873493975903614,0.5548192771084337,0.1737430610829002,0.9765060240963856,0.5590361445783133,0.1589147361667539,0.8475336322869955,0.5421686746987951,16.130752936469406
51,WHR,0.972289156626506,0.5451807228915663,0.14190435141669,0.9686746987951808,0.5433734939759036,0.1439391609205607,0.9697885196374624,0.5409638554216868,2173.6966375132306,0.9596385542168676,0.5445783132530121,0.1911869522615565,0.8035133376707873,0.5289156626506024,1.4775731812513448e+152
52,MHK,0.9716867469879518,0.5692771084337349,0.1872310421944815,0.972289156626506,0.5614457831325301,0.1839744799937801,0.9764065335753176,0.5626506024096386,18568.612706497523,0.9596385542168676,0.5524096385542169,0.2314638394264423,0.8380771663504112,0.5319277108433735,1.0448020161622054e+152
53,GRMN,0.9698795180722892,0.5475903614457831,0.1164286452156041,0.9680722891566264,0.5433734939759036,0.1159720005566011,0.9733817301875378,0.5337349397590362,0.5164749951125668,0.9578313253012049,0.55,0.1370627032976036,0.8114912846998064,0.5198795180722892,1.8835436209904937e+152
54,ETSY,0.9753012048192772,0.5572289156626506,0.2327324283800043,0.9734939759036144,0.555421686746988,0.2308806796507992,0.9776974080771548,0.5536144578313253,333.05712700570683,0.955421686746988,0.560843373493976,0.2733215749806371,0.8703703703703703,0.5301204819277109,7.387865906256724e+151
55,EBAY,0.9680722891566264,0.536144578313253,0.1365421341222134,0.9632530120481928,0.5445783132530121,0.1375361426004255,0.9692214846107424,0.5355421686746988,484.17655698466245,0.9566265060240964,0.5427710843373494,0.150002261565838,0.8086500655307994,0.5240963855421686,9.048250879216697e+151
56,AMZN,0.9783132530120482,0.5596385542168675,0.119848563209056,0.980722891566265,0.5572289156626506,0.1148946889965057,0.9818731117824774,0.5487951807228916,22500.38623854753,0.9602409638554216,0.5548192771084337,0.1459526430648555,0.842682140554481,0.5536144578313253,7.387865906256724e+151
57,HAS,0.9650602409638556,0.5463855421686747,0.1666649498086201,0.963855421686747,0.5512048192771084,0.1646105014681657,0.9673716012084592,0.5319277108433735,68.2345327055576,0.9548192771084336,0.555421686746988,0.2013382756832659,0.7928338762214984,0.5240963855421686,1.0448020161622054e+152
58,TGT,0.9644578313253012,0.5150602409638554,0.1775138330552519,0.9728915662650602,0.5198795180722892,0.1715887589077569,0.971635485817743,0.5343373493975904,1.5266925250746566,0.9506024096385542,0.5156626506024097,0.1970188800550818,0.8643086816720257,0.5144578313253012,1.4775731812513448e+152
59,DLTR,0.9620481927710844,0.5451807228915663,0.1914114962524355,0.9644578313253012,0.536144578313253,0.20007352861382,0.9649334945586456,0.5319277108433735,34368.99754027534,0.9542168674698795,0.5421686746987951,0.2225707164259011,0.825065274151436,0.5186746987951807,1.7326081339084374e+152
60,DG,0.9723058398555088,0.534617700180614,0.1307793365204707,0.9704996989765202,0.5328115593016255,0.1312113427025791,0.9740181268882177,0.5376279349789284,91014.77102546186,0.9542444310656232,0.5334136062612884,0.1528475587513649,0.819371727748691,0.5316074653822999,1.5667311883078085e+152
61,ORLY,0.9740963855421688,0.541566265060241,0.1342905845743407,0.9771084337349396,0.541566265060241,0.1288600989255587,0.9764065335753176,0.5457831325301205,86.64447743088353,0.9632530120481928,0.5246987951807229,0.1595453423362738,0.7838559039359573,0.5108433734939759,1.5672030242433081e+152
62,HD,0.9873493975903614,0.5560240963855422,0.085022750994984,0.9867469879518072,0.5457831325301205,0.0834083728886755,0.985524728588661,0.5325301204819277,13.862054482929326,0.9674698795180724,0.5548192771084337,0.1156757921641063,0.8120401337792642,0.5271084337349398,7.387865906256724e+151
63,TSCO,0.9801204819277108,0.5445783132530121,0.1277963574737175,0.9813253012048192,0.5421686746987951,0.1229457848541141,0.981314044605184,0.541566265060241,6602.944917598202,0.972289156626506,0.5409638554216868,0.144505943881725,0.7594033722438391,0.4879518072289157,1.8096501758433388e+152
64,LOW,0.977710843373494,0.5421686746987951,0.1266817845254001,0.9734939759036144,0.553012048192771,0.1249791724659177,0.9722389861194932,0.5391566265060241,511078.1923316148,0.960843373493976,0.55,0.1698010789693095,0.8075880758807588,0.5277108433734939,1.1681241655837625e+152
65,ROST,0.983132530120482,0.560843373493976,0.1470908587873014,0.9825301204819276,0.5512048192771084,0.1417666622934813,0.9782608695652174,0.555421686746988,241958.2378119866,0.9662650602409638,0.5439759036144578,0.1953161316251855,0.8752387014640356,0.5596385542168675,1.1681241655837625e+152
66,BBWI,0.984251968503937,0.547244094488189,0.1952850536146433,0.984251968503937,0.5708661417322834,0.2217507138938651,0.984189723320158,0.5511811023622047,7430.486835321042,0.9724409448818898,0.5905511811023622,0.2560650413167875,0.6965811965811965,0.5275590551181102,1.888670469302805e+152
67,AAP,0.9740963855421688,0.5572289156626506,0.1561729221229069,0.9746987951807228,0.553012048192771,0.153295806203755,0.9734939759036144,0.5710843373493976,0.1559080308539752,0.9626506024096384,0.5475903614457831,0.1851977555293616,0.752442996742671,0.5036144578313253,1.3821431520320414e+152
68,AZO,0.9759036144578314,0.5542168674698795,0.1182003718896585,0.9765060240963856,0.5626506024096386,0.1193247537292285,0.9740494870247436,0.541566265060241,36.73339340164901,0.9632530120481928,0.553012048192771,0.1539019799639911,0.8205631958087753,0.5451807228915663,1.4775731812513448e+152
69,BBY,0.977710843373494,0.5668674698795181,0.180736871464011,0.9716867469879518,0.5548192771084337,0.1803565369121156,0.977643504531722,0.5602409638554217,1301.5905180976908,0.960843373493976,0.5596385542168675,0.213584926851776,0.7979071288423807,0.55,1.3821431520320414e+152
70,KMX,0.980722891566265,0.5349397590361445,0.1668409482216277,0.9819277108433736,0.5379518072289157,0.1630391363190659,0.976997578692494,0.5409638554216868,2194.462142757712,0.9728915662650602,0.5319277108433735,0.2077739210001971,0.8268482490272373,0.522289156626506,7.387865906256724e+151
71,ULTA,0.9716867469879518,0.5421686746987951,0.195933160670262,0.9746987951807228,0.55,0.1907087935071681,0.9704284852142426,0.5391566265060241,63622.07252436973,0.9566265060240964,0.5391566265060241,0.2482256488391625,0.8757921419518377,0.5343373493975904,1.1681241655837625e+152
72,TJX,0.9897590361445784,0.5379518072289157,0.0983682253876302,0.986144578313253,0.5343373493975904,0.0954498839627259,0.9872881355932204,0.5427710843373494,6434.5914252860775,0.9626506024096384,0.5277108433734939,0.1426848872392604,0.861328125,0.513855421686747,1.2796159109142532e+152
