,Ticker,5_Day_CI,5_Day_EV,5_Day_RMSE,7_Day_CI,7_Day_EV,7_Day_RMSE,10_Day_CI,10_Day_EV,10_Day_RMSE,15_Day_CI,15_Day_EV,15_Day_RMSE,30_Day_CI,30_Day_EV,30_Day_RMSE
71,ULTA,0.8057921635434412,0.514480408858603,0.18199393419477075,0.616695059625213,0.5156161272004542,0.21410464676853883,0.20442930153321975,0.5161839863713799,0.2521459992154202,0.027257240204429302,0.5150482680295286,0.2904466904433121,0.0,0.5150482680295286,0.33688017385792246
72,TJX,0.9585462805224304,0.5082339579784213,0.12079902693367428,0.8285065303804656,0.5127768313458262,0.12575027056766175,0.5530948324815446,0.5161839863713799,0.15326078975929808,0.049403747870528106,0.5019875070982396,0.18811366007148925,0.0,0.5019875070982396,0.23350525053631882
73,VFC,0.8863636363636364,0.5113636363636364,0.14117685559497098,0.6954545454545454,0.5261363636363636,0.1618925851397407,0.44886363636363635,0.5142045454545454,0.1957441805265408,0.01534090909090909,0.5073863636363637,0.23263845849987785,0.0,0.5073863636363637,0.2786486007439456
74,NKE,0.9432140829074389,0.5207268597387847,0.12033354266956373,0.7819420783645656,0.5105053946621237,0.1284957130845088,0.5303804656445201,0.5139125496876774,0.15778957739504365,0.05792163543441227,0.4889267461669506,0.19344845986952447,0.0,0.4889267461669506,0.23928116759780388
75,TPR,0.676923076923077,0.49153846153846154,0.2858969980050016,0.3515384615384615,0.5146153846153846,0.3247756313095138,0.1453846153846154,0.5261538461538462,0.36450729664426795,0.0,0.5253846153846153,0.4027201270547792,0.0,0.5253846153846153,0.44823818995613846
76,RL,0.760931289040318,0.501419647927314,0.16821601847530734,0.49290176036342986,0.5207268597387847,0.20977111861538106,0.12208972174900624,0.5070982396365701,0.25367251304090305,0.0,0.5070982396365701,0.2956717712818832,0.0,0.5070982396365701,0.3451306593796313
77,TAP,0.9346961953435547,0.501419647927314,0.11579584083635866,0.8052243043725156,0.5190232822260079,0.13028883554591217,0.4389551391254969,0.5099375354911981,0.16342434877917314,0.04145371947756956,0.5082339579784213,0.20104500106767254,0.0,0.5082339579784213,0.24816472400483425
78,KDP,0.9751552795031055,0.5270629991126885,0.11107973493706098,0.9210292812777284,0.5661047027506655,0.11097660669068118,0.5856255545696539,0.515527950310559,0.13743888199542958,0.01064773735581189,0.5093167701863354,0.1726471829694335,0.0,0.5084294587400178,0.21875136884942348
79,PEP,0.9403747870528109,0.47586598523566154,0.13612800682695655,0.9409426462237365,0.501419647927314,0.08854479738861804,0.9108461101646792,0.5377626348665531,0.07141058718139663,0.5354911981828506,0.5485519591141397,0.08835696479661141,0.0,0.5332197614991482,0.12884240139221764
80,STZ,0.9653605905735377,0.5167518455423055,0.11105148221848075,0.8864281658148779,0.5286768881317433,0.10719810491872861,0.6212379329926179,0.5400340715502555,0.1317820526474271,0.06757524134014764,0.5241340147643384,0.16635761518085787,0.0,0.5241340147643384,0.2121779684363409
81,MNST,0.8989210675752414,0.5229982964224872,0.11063939090953058,0.7876206700738216,0.5059625212947189,0.1281379044709677,0.4236229415105054,0.49119818285065303,0.163355795390499,0.016467915956842702,0.4889267461669506,0.20215352405158624,0.0,0.4889267461669506,0.25012202228760916
82,KO,0.8745031232254401,0.48268029528676887,0.1416357403886697,0.8756388415672913,0.4900624645088018,0.0960860522708763,0.8597387847813742,0.5110732538330494,0.07980936614131523,0.5826235093696763,0.5360590573537762,0.09470101246966217,0.0005678591709256105,0.5264054514480409,0.13280759339124054
83,COST,0.9840999432140829,0.5105053946621237,0.11091894407342663,0.9403747870528109,0.534923339011925,0.08398280321708437,0.7319704713231119,0.5394662123793299,0.09523618905714061,0.2918796138557638,0.5178875638841567,0.12638849260170054,0.0,0.5099375354911981,0.17171714936319465
84,WBA,0.9636570130607609,0.5224304372515616,0.10759628515113685,0.8131743327654741,0.5269733106189665,0.11988299172602901,0.4400908574673481,0.5150482680295286,0.15306163531714523,0.04826802952867689,0.5150482680295286,0.19116073808939602,0.0,0.5150482680295286,0.23883878072862794
85,KR,0.9057353776263487,0.5127768313458262,0.12208409312247685,0.8018171493469619,0.5309483248154457,0.1453484724351697,0.30153321976149916,0.5031232254400908,0.18214975106758294,0.001135718341851221,0.5031232254400908,0.22121328511570587,0.0,0.5031232254400908,0.26908597553462216
86,SYY,0.9381033503691084,0.5139125496876774,0.16079418915811428,0.8409994321408291,0.5303804656445201,0.15951615238985012,0.639977285633163,0.5264054514480409,0.1780297926491138,0.2498580352072686,0.5315161839863713,0.20576735886612665,0.0,0.5292447473026689,0.24510799875707487
87,WMT,0.9909142532651902,0.5127768313458262,0.11402747881283609,0.9381033503691084,0.5195911413969335,0.08033813497728715,0.7677455990914254,0.5201590005678591,0.08564889047306497,0.3833049403747871,0.5127768313458262,0.11506064398043878,0.0,0.5070982396365701,0.1600752544361157
88,HRL,0.9863713798977853,0.5315161839863713,0.09277458933078524,0.9233390119250426,0.5383304940374787,0.07997126644166257,0.65587734241908,0.5400340715502555,0.10522188588054539,0.03861442362294151,0.5059625212947189,0.14255811755573503,0.0,0.5059625212947189,0.19098382098201733
89,CAG,0.9727427597955707,0.5173197047132311,0.11628999431538044,0.9017603634298694,0.5229982964224872,0.11622298747017318,0.5565019875070982,0.5315161839863713,0.14179635888550146,0.017035775127768313,0.5122089721749006,0.17622154327374226,0.0,0.5122089721749006,0.22161975432979825
90,K,0.9909142532651902,0.49630891538898353,0.0934064662319957,0.9676320272572402,0.5122089721749006,0.06649258734479814,0.7512776831345827,0.5190232822260079,0.08524720902905271,0.08063600227143668,0.5070982396365701,0.12207464784395307,0.0,0.5070982396365701,0.17097915366953514
91,LW,0.9328010645375915,0.5296074517631404,0.11215594268319906,0.720558882235529,0.5269461077844312,0.13623542182655604,0.33399866932801064,0.4963406520292748,0.1743564074148034,0.0013306719893546241,0.4930139720558882,0.21441474371726582,0.0,0.4930139720558882,0.2631293403505528
92,ADM,0.9789892106757524,0.5122089721749006,0.10635402708292528,0.9040318001135719,0.5394662123793299,0.09872910226310641,0.6155593412833618,0.5411697898921067,0.12243639911339275,0.11641113003975014,0.5377626348665531,0.1572935950769741,0.0,0.5377626348665531,0.20360512281792192
