,Ticker,Start,End,NA_Count,Days,Percent_NA
489,ED,2016-01-04,2022-12-30,384,2552,0.0023510971786833857
490,D,2016-01-04,2022-12-30,888,2552,0.005436912225705329
491,DTE,2016-01-04,2022-12-30,2352,2552,0.014400470219435737
492,NI,2016-01-04,2022-12-30,3216,2552,0.019690438871473353
493,AEE,2016-01-04,2022-12-30,4776,2552,0.02924177115987461
494,PEG,2016-01-04,2022-12-30,4992,2552,0.030564263322884012
495,SRE,2016-01-04,2022-12-30,648,2552,0.003967476489028213
496,WEC,2016-01-04,2022-12-30,3636,2552,0.022261951410658308
497,CNP,2016-01-04,2022-12-30,1164,2552,0.007126763322884012
498,AWK,2016-01-04,2022-12-30,1044,2552,0.006392045454545455
