,Ticker,5_Day_CI,5_Day_EV,5_Day_RMSE,7_Day_CI,7_Day_EV,7_Day_RMSE,10_Day_CI,10_Day_EV,10_Day_RMSE,15_Day_CI,15_Day_EV,15_Day_RMSE,30_Day_CI,30_Day_EV,30_Day_RMSE
388,NOW,0.922771152754117,0.532084043157297,0.20729734540037198,0.7262918796138558,0.5496876774559909,0.21998840100568084,0.44236229415105055,0.5383304940374787,0.26381057639362454,0.14764338444065872,0.5161839863713799,0.3102458968691169,0.015332197614991482,0.5059625212947189,0.3630671460371541
389,ADBE,0.9346961953435547,0.5212947189097104,0.22757931750421412,0.7700170357751278,0.5229982964224872,0.19681574135386148,0.5814877910278251,0.532084043157297,0.2146952728827972,0.29585462805224305,0.524701873935264,0.2489648088653766,0.04656445201590006,0.498580352072686,0.2945790713148579
390,ANSS,0.9477569562748438,0.5269733106189665,0.21863540635529902,0.7819420783645656,0.5286768881317433,0.17509408474303076,0.5621805792163543,0.5229982964224872,0.18693218554851646,0.33957978421351503,0.5235661555934128,0.22007266777910348,0.049403747870528106,0.501419647927314,0.26613450059320637
391,CDAY,0.8918454935622318,0.5536480686695279,0.2345696444645457,0.6532188841201717,0.5459227467811159,0.27295734860231424,0.29699570815450643,0.5184549356223176,0.3259839819686388,0.10042918454935622,0.5064377682403434,0.3757623338134055,0.0068669527896995704,0.49098712446351933,0.43072666940950427
392,ADSK,0.9437819420783645,0.521862578080636,0.213579141868339,0.7927314026121521,0.542305508233958,0.2103727480346621,0.5201590005678591,0.532084043157297,0.2457228112791415,0.19136854060193073,0.5127768313458262,0.2882247454807994,0.005110732538330494,0.4798409994321408,0.3386554308023336
393,INTU,0.9471890971039182,0.5298126064735945,0.22767526841209887,0.7575241340147644,0.5354911981828506,0.1891858473123572,0.5582055650198751,0.5258375922771152,0.2022342728517872,0.3526405451448041,0.5201590005678591,0.23460858107614638,0.05053946621237933,0.4951731970471323,0.27945857800993323
394,TYL,0.9602498580352072,0.5184554230550823,0.2156135801100432,0.8120386144236229,0.5332197614991482,0.16145926857554704,0.6229415105053947,0.5394662123793299,0.16701589925874297,0.38727995457126635,0.5394662123793299,0.19867644278154864,0.03747870528109029,0.49801249290176036,0.24484300620553234
395,CDNS,0.9574105621805792,0.5360590573537762,0.2160340868533686,0.7739920499716071,0.5371947756956275,0.17787166766561854,0.5780806360022714,0.5326519023282226,0.19366480641767822,0.32140829074389554,0.5309483248154457,0.22854392815100086,0.04315729699034639,0.49801249290176036,0.2754290429295962
396,ROP,0.9528676888131743,0.5025553662691652,0.24151267283802358,0.8091993185689949,0.5190232822260079,0.16445978434022124,0.7421919363997729,0.5292447473026689,0.14398451102630808,0.49233390119250425,0.5292447473026689,0.1611970889698371,0.06076093128904032,0.5088018171493469,0.20035536406775262
397,HPQ,0.9545712663259511,0.5224304372515616,0.22490752342808423,0.8040885860306644,0.5354911981828506,0.20107143916160314,0.5729699034639409,0.5366269165247018,0.22349548259844237,0.28449744463373083,0.5281090289608177,0.2598518208202693,0.02385008517887564,0.5076660988074957,0.3066157580808396
398,HPE,0.9579545454545455,0.5181818181818182,0.23348164895393966,0.8255681818181818,0.5414772727272728,0.2183518607834594,0.5795454545454546,0.5585227272727272,0.24432162783290293,0.23295454545454544,0.5409090909090909,0.2814252138253248,0.011931818181818182,0.5176136363636363,0.3280442115714464
399,WDC,0.9216354344122658,0.5593412833617263,0.23151890683489884,0.673480976717774,0.5491198182850653,0.268066281508609,0.3151618398637138,0.5178875638841567,0.3204560687824236,0.06643952299829642,0.4957410562180579,0.369922711973324,0.0017035775127768314,0.488358886996025,0.4241518297971512
400,AAPL,0.9551391254968767,0.521862578080636,0.21335360812578852,0.8245315161839863,0.5394662123793299,0.1636053427552061,0.6110164679159569,0.5377626348665531,0.17274984283348235,0.33446905167518454,0.5326519023282226,0.20590857013825478,0.044293015332197615,0.49176604202157864,0.25270039672808253
401,STX,0.9432140829074389,0.5502555366269165,0.2167831913911555,0.7700170357751278,0.5678591709256104,0.22692248798446074,0.4673480976717774,0.5536626916524702,0.26835143128588995,0.1254968767745599,0.5195911413969335,0.31323864560503606,0.005110732538330494,0.5025553662691652,0.3648954678434092
402,NTAP,0.9517319704713231,0.5252697331061896,0.21578703714135328,0.8285065303804656,0.5496876774559909,0.1955259710206037,0.5644520159000568,0.5542305508233958,0.22163774086145174,0.23111868256672347,0.5252697331061896,0.260303010628964,0.021578648495173196,0.5008517887563884,0.30868816446072217
403,FMC,0.9664772727272727,0.5153409090909091,0.22476652636759817,0.8732954545454545,0.54375,0.18705819746792537,0.6573863636363636,0.5539772727272727,0.201241074971186,0.31420454545454546,0.5284090909090909,0.23440982515938383,0.01534090909090909,0.5045454545454545,0.27984904207218164
404,LYB,0.9545712663259511,0.5088018171493469,0.23665252358376726,0.8302101078932425,0.5315161839863713,0.22234353445560354,0.5712663259511641,0.5406019307211811,0.24826686514005347,0.2226007950028393,0.5178875638841567,0.2851430559898763,0.011357183418512209,0.5008517887563884,0.33151176395414245
405,CF,0.9585462805224304,0.5565019875070982,0.18871446176949785,0.7189097103918228,0.552526973310619,0.21950954604756656,0.31629755820556504,0.521862578080636,0.27340792690850185,0.07155025553662692,0.4997160704145372,0.32493159781742714,0.0005678591709256105,0.4894946053378762,0.3812055671564724
406,SHW,0.9545712663259511,0.5093696763202725,0.2735670792233382,0.8228279386712095,0.5241340147643384,0.2237076739187868,0.6944917660420216,0.5457126632595116,0.2204339239396724,0.4281658148779103,0.5411697898921067,0.24004709687401263,0.05053946621237933,0.5150482680295286,0.2748833902298296
407,ALB,0.9261783077796707,0.5474162407722885,0.2215987625209886,0.740488358886996,0.5491198182850653,0.23566590375933147,0.41169789892106756,0.5332197614991482,0.27840057450094774,0.151618398637138,0.501419647927314,0.32366383096027507,0.015332197614991482,0.48608745031232253,0.37537813362451977
408,DD,0.9636913767019667,0.5143721633888049,0.2137493878847763,0.8661119515885023,0.5506807866868382,0.17802402503649514,0.6111951588502269,0.5514372163388804,0.19581044485552584,0.273071104387292,0.5340393343419062,0.2316794151236836,0.0226928895612708,0.5098335854765507,0.27911943570512115
